venue_id,venue_key,display_name,city,state,opened,closed,date_precision,identity_status,source_basis,notes
VEN-000568,barton-coliseum,Barton Coliseum,Little Rock,AR,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000569,carroll-field-baylor,Carroll Field,Waco,TX,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000570,fair-park-recreation-building,Fair Park Recreation Building,Dallas,TX,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000571,ferrell-center,Ferrell Center,Waco,TX,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000572,foster-pavilion,Foster Pavilion,Waco,TX,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000573,marrs-mclean-gymnasium,Marrs-McLean Gymnasium,Waco,TX,,,,RESEARCHED_BAYLOR_ONBOARDING,Accepted Baylor Stage 3A/3B physical-site research,Integrated from baylor research portfolio after current-main physical-identity rebase.
VEN-000574,civic-auditorium-san-francisco,Civic Auditorium,San Francisco,CA,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. No matching San Francisco Civic Auditorium physical identity found in research-base venue registry.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000575,cox-pavilion,Cox Pavilion,Las Vegas,NV,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. No matching Cox Pavilion physical identity found in research-base venue registry.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000576,eaglebank-arena,EagleBank Arena,Fairfax,VA,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000577,h-pe-arena,H&PE Arena,Houston,TX,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. No matching H&PE Arena physical identity found in research-base venue registry. | Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000578,hertz-arena,Hertz Arena,Estero,FL,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Houston source uses Germain Arena; no matching Germain/Hertz physical identity found in research-base venue registry.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000579,lawlor-events-center,Lawlor Events Center,Reno,NV,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000580,lubbock-coliseum,Lubbock Coliseum,Lubbock,TX,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000581,montagne-center,Montagne Center,Beaumont,TX,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. No matching Montagne Center physical identity found in research-base venue registry. | Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000582,nielsen-fieldhouse,Nielsen Fieldhouse,Salt Lake City,UT,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000583,reynolds-center,Reynolds Center,Tulsa,OK,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Stage 3B physical identity reconciled; no ambiguity.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000584,sam-houston-coliseum,Sam Houston Coliseum,Houston,TX,,,,RESEARCHED_HOUSTON_ONBOARDING,Accepted Houston Stage 3A/3B physical-venue research at research_base_sha 0b8cf20e3b14517031a5a0e62b362883966e51c1. Houston source labels Houston Coliseum/Sam Houston Coliseum resolve to the same downtown civic building; no matching physical identity found in research-base venue registry.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000585,state-fair-arena-oklahoma-city,State Fair Arena,Oklahoma City,OK,,,,RESEARCHED_HOUSTON_ONBOARDING,Stage 6 All-College Tournament self-challenge; contemporary Oklahoma City reporting and official institutional tournament records establish State Fair Arena as the later All-College venue.,Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000586,indian-field-house-arkansas-state,Indian Field House,Jonesboro,AR,,,,RESEARCHED_HOUSTON_ONBOARDING,"Stage 6 Holiday Tournament self-challenge; Houston tournament history, reciprocal schedule evidence, and Arkansas State institutional facility history.",Integrated from houston research portfolio after current-main physical-identity rebase.
VEN-000587,first-baptist-church,First Baptist Church,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000588,public-schools-gymnasium,Public Schools Gymnasium,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000589,tcu-field-house,TCU Field House,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000590,tcu-gymnasium,TCU Gymnasium,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000591,university-recreation-center,University Recreation Center,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000592,wilkerson-greines-activity-center,Wilkerson-Greines Activity Center,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,"TCU 2025-26 Fact Book, official TCU schedules, NCAA/postseason evidence, and owner-authorized TCU-only conference-tournament site worksheet where applicable.",Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000593,fort-worth-convention-center,Fort Worth Convention Center,Fort Worth,TX,,,,RESEARCHED_TCU_ONBOARDING,TCU institutional schedule/box-score evidence recovered during Stage 6 adversarial challenge.,Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000594,jserra-pavilion,JSerra Pavilion,San Juan Capistrano,CA,,,,RESEARCHED_TCU_ONBOARDING,TCU institutional schedule/box-score evidence recovered during Stage 6 adversarial challenge.,Integrated from tcu research portfolio after current-main physical-identity rebase.
VEN-000595,utah-deseret-gymnasium-original,Deseret Gymnasium,Salt Lake City,UT,1910,,YEAR,RESEARCHED_UTAH_ONBOARDING,"Utah Stage 3A/3B accepted game-level site research, owner-supplied Utah record book, authorized conference-tournament evidence where applicable, and targeted institutional/reciprocal evidence for physical-identity normalization.",Integrated from utah research portfolio after current-main physical-identity rebase.
VEN-000596,landers-center,Landers Center,Southaven,MS,,,,RESEARCHED_UTAH_ONBOARDING,"Utah Stage 3A/3B accepted game-level site research, owner-supplied Utah record book, authorized conference-tournament evidence where applicable, and targeted institutional/reciprocal evidence for physical-identity normalization. Utah Athletics official 2024-25 box score identifies Landers Center in Southaven, MS.",Integrated from utah research portfolio after current-main physical-identity rebase.
VEN-000597,robertson-memorial-fieldhouse,Robertson Memorial Fieldhouse,Peoria,IL,,,,RESEARCHED_UTAH_ONBOARDING,"Utah Stage 3A/3B accepted game-level site research, owner-supplied Utah record book, authorized conference-tournament evidence where applicable, and targeted institutional/reciprocal evidence for physical-identity normalization. Bradley Athletics independently identifies Robertson Memorial Fieldhouse as the 1951 National Campus Tournament site.",Integrated from utah research portfolio after current-main physical-identity rebase.
VEN-000598,asisu-minidome,ASISU Minidome (Holt Arena),Pocatello,ID,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000599,byu-training-school-mens-gymnasium,BY Academy Training School Men's Gymnasium,Provo,UT,,,,RESEARCHED_BYU_ONBOARDING,Official BYU historical facility chronology: early home games were played in the men's gymnasium on the third floor of the Training School building on lower campus; BYU moved home games to the Women's Gym in 1928.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000600,byu-womens-gymnasium,Ladies Gymnasium (Women's Gymnasium),Provo,UT,,,,RESEARCHED_BYU_ONBOARDING,Official BYU historical media-guide chronology says BYU moved home games to the Women's Gym on University Avenue in 1928; current BYU guide identifies the Old Ladies Gymnasium as a Provo home floor.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000601,cossitt-hall,Cossitt Hall,Colorado Springs,CO,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000602,findlay-toyota-center,Findlay Toyota Center,Prescott Valley,AZ,,,,RESEARCHED_BYU_ONBOARDING,BYU Stage 6 official-schedule/event recovery plus physical-identity reconciliation where naming continuity applies.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000603,firestone-fieldhouse,Firestone Fieldhouse,Malibu,CA,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000604,half-acre-gym,Half Acre Gymnasium,Laramie,WY,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000605,harding-mazzotti-arena,Harding Mazzotti Arena,Glens Falls,NY,,,,RESEARCHED_BYU_ONBOARDING,BYU Stage 6 official-schedule/event recovery plus physical-identity reconciliation where naming continuity applies.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000606,leavey-center,Leavey Center,Santa Clara,CA,,,,RESEARCHED_BYU_ONBOARDING,BYU Stage 6 official-schedule/event recovery plus physical-identity reconciliation where naming continuity applies.,Integrated from byu research portfolio after current-main physical-identity rebase. VEN-000549 retired during shared-reference reconciliation after determining Toso Pavilion and Leavey Center are naming/reconstruction eras of the same Santa Clara physical facility; VEN-000549 must not be reused.
VEN-000607,liontree-arena,LionTree Arena,San Diego,CA,,,,RESEARCHED_BYU_ONBOARDING,BYU Stage 6 official-schedule/event recovery plus physical-identity reconciliation where naming continuity applies.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000608,massmutual-center,MassMutual Center,Springfield,MA,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000609,reed-green-coliseum,Reed Green Coliseum,Hattiesburg,MS,,,,RESEARCHED_BYU_ONBOARDING,Accepted BYU Stage 3A/3B game-level venue/site research; owner-authorized conference-tournament workbook and institutional/NCAA evidence where applicable.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000610,springville-high-school-gymnasium,Springville High School Gymnasium,Springville,UT,,,,RESEARCHED_BYU_ONBOARDING,Official BYU historical facility chronology documents the Springville High School gymnasium as BYU’s home floor in the late-1940s pre-Smith era.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000611,steinberg-wellness-center,Steinberg Wellness Center,Brooklyn,NY,,,,RESEARCHED_BYU_ONBOARDING,BYU Stage 6 official-schedule/event recovery plus physical-identity reconciliation where naming continuity applies.,Integrated from byu research portfolio after current-main physical-identity rebase.
VEN-000612,bear-down-gym,Bear Down Gym,Tucson,AZ,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000613,carlisle-gymnasium-new-mexico,Carlisle Gymnasium,Albuquerque,NM,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000614,herring-hall-arizona,Herring Hall,Tucson,AZ,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000615,omaha-civic-auditorium,Omaha Civic Auditorium,Omaha,NE,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000616,perkins-gymnasium-smu,Perkins Gymnasium,Dallas,TX,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000617,rose-field-house-hardin-simmons,Rose Field House,Abilene,TX,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000618,tucson-arena,Tucson Arena,Tucson,AZ,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000619,tucson-high-school,Tucson High School,Tucson,AZ,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000620,tucson-national-guard-armory,Tucson National Guard Armory,Tucson,AZ,,,,RESEARCHED_ARIZONA_ONBOARDING,"Arizona 2025-26 record book and accepted Stage 3A/3B institutional, reciprocal, event, conference-tournament, and postseason site research.",Integrated from arizona research portfolio after current-main physical-identity rebase.
VEN-000621,campus-gym-pepperdine,Campus Gym,Los Angeles,CA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Campus Gym`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1956-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000622,civic-ice-arena-seattle,Civic Ice Arena,Seattle,WA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Civic Ice Arena`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1955-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000623,howard-hall-portland,Howard Hall,Portland,OR,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Howard Hall`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1955-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000624,loyola-memorial-gymnasium,Loyola Memorial Gymnasium,Los Angeles,CA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Loyola Memorial Gymnasium`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1953-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000625,old-pavilion-stanford,Old Pavilion,Stanford,CA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Old Pavilion`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000626,spartan-gym-san-jose-state,Spartan Gym,San Jose,CA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Spartan Gym`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1956-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000627,wt-fieldhouse-west-texas-a-m,WT Fieldhouse,Canyon,TX,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `WT Fieldhouse`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1953-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1955-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1956-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000628,williams-gymnasium-new-mexico-state,Williams Gymnasium,Las Cruces,NM,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Williams Gymnasium`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1955-schedule.html ; https://www.sports-reference.com/cbb/schools/arizona-state/men/1956-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000629,las-cruces-high-school-gymnasium,Las Cruces High School Gymnasium,Las Cruces,NM,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,"Accepted Arizona State Stage 3A/3B physical-site research. The Arizona State and New Mexico State 1958-59 game schedules independently place the exact 57-78 March 1959 game at Las Cruces High School Gym. New Mexico State's immediately following NCAA first-round game was also played there. The accepted contemporary evidence already fixes the NCAA-bid playoff in Las Cruces. The physical building is therefore directly supported; it is not inferred from city or from later Pan American Center history. Sports-Reference marks the ASU game as away, but the primary ASU media-guide code is NT; H/A/N remains NEUTRAL and the secondary site-type conflict is not adopted. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1959-schedule.html | https://www.sports-reference.com/cbb/schools/new-mexico-state/men/1959-schedule.html | https://oregonnews.uoregon.edu/lccn/sn97071090/1959-03-09/ed-1/seq-9/ocr/ || Accepted Arizona State Stage 3A/3B physical-site research. Systematic schedule ledger names `Las Cruces High School Gym`. Exact canonical physical-building identity is kept separate from H/A/N and remains subject to venue reconciliation. Sources: https://www.sports-reference.com/cbb/schools/arizona-state/men/1958-schedule.html",Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000630,the-thunderdome,The Thunderdome,Santa Barbara,CA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,Accepted Arizona State Stage 3A/3B physical-site research. UCSB's official Events Center history identifies the Events Center as The Thunderdome; the 1991-92 UC Santa Barbara schedule places the March 19 NIT game against Arizona State at The Thunderdome. Exact building is supported directly rather than inferred from Santa Barbara geography. Sources: https://www.eventscenter.ucsb.edu/about-us | https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/1992-schedule.html,Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000631,college-gym-arizona-state,College Gym,Tempe,AZ,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,"Accepted Arizona State Stage 3A/3B physical-site research. ASU's official 2009-10 media guide states that before Sun Devil Gym was built in 1953, ASU home games were played at College Gym on the Tempe campus or Mesa Civic Center. This row's HOME site is independently established as Tempe, or the schedule explicitly names College Gym; therefore the physical home venue is College Gym. Literal aliases such as ASC Gym/Arizona State Gym remain source evidence. || Northern Arizona's official 2023-24 record book gives the Arizona State series game-by-game with locality and places this ASU-home row in Tempe, Arizona. ASU's official facility chronology states that before Sun Devil Gym opened in 1953, ASU home games were played either at College Gym on the Tempe campus or at Mesa Civic Center. The explicit Tempe locality therefore identifies College Gym; no Mesa assignment is inferred. Sources: https://asu_ftp.sidearmsports.com/old_site/pdf/m-baskbl/09-guide-sec1.pdf ; https://s3.us-east-2.amazonaws.com/sidearm.nextgen.sites/nau.sidearmsports.com/documents/2023/11/1/2023-24_MBB_Record_Book_CORRECT.pdf",Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000632,salvitti-family-gymnasium-washington,Salvitti Family Gymnasium,Washington,PA,,,,RESEARCHED_ARIZONA_STATE_ONBOARDING,"Accepted Arizona State Stage 3A/3B physical-site research. Washington & Jefferson's official 1949-50 schedule lists Jan. 4 vs Arizona State at Salvitti Family Gymnasium, W 63-45, exactly matching ASU L 45-63. ASU is AWAY. Sources: https://gopresidents.com/sports/mens-basketball/schedule/1949 || Accepted Arizona State Stage 3A/3B physical-site research. Washington & Jefferson official 1950-51 schedule identifies the Arizona State game at Salvitti Family Gymnasium. Sources: https://gopresidents.com/sports/mens-basketball/schedule/1950",Integrated from arizona-state research portfolio after current-main physical-identity rebase.
VEN-000633,bloch-arena,Bloch Arena,Honolulu,HI,,,,RESEARCHED_CALIFORNIA_ONBOARDING,California Stage 3A/3B accepted physical-site research.,Integrated from california research portfolio after current-main physical-identity rebase.
VEN-000634,norfolk-scope,Norfolk Scope,Norfolk,VA,,,,RESEARCHED_CALIFORNIA_ONBOARDING,California Stage 3A/3B accepted physical-site research.,Integrated from california research portfolio after current-main physical-identity rebase.
VEN-000635,old-harmon-gymnasium,Old Harmon Gymnasium,Berkeley,CA,,,,RESEARCHED_CALIFORNIA_ONBOARDING,California Stage 3A/3B accepted physical-site research.,Integrated from california research portfolio after current-main physical-identity rebase.
VEN-000636,ui-armory-gym,UI Armory & Gym,Moscow,ID,,,,RESEARCHED_CALIFORNIA_ONBOARDING,California Stage 3A/3B accepted physical-site research.,Integrated from california research portfolio after current-main physical-identity rebase.
VEN-000637,encina-gymnasium,Encina Gymnasium,Stanford,CA,,,,RESEARCHED_STANFORD_ONBOARDING,"Accepted Stanford Stage 3A/3B institutional, reciprocal, event, and postseason site research.",Integrated from stanford research portfolio after current-main physical-identity rebase.
VEN-000638,wsu-gymnasium-temporary-union-building,WSU Gymnasium / Temporary Union Building,Pullman,WA,,,,RESEARCHED_WASHINGTON_STATE_ONBOARDING,WSU Libraries institutional building history plus accepted Stage 3A home-facility chronology.,Integrated from washington-state research portfolio after current-main physical-identity rebase.
VEN-000639,bohler-gym,Bohler Gym,Pullman,WA,,,,RESEARCHED_WASHINGTON_STATE_ONBOARDING,WSU Athletics Bohler Gym history plus official 1927-28 schedule and accepted Stage 3A chronology.,Integrated from washington-state research portfolio after current-main physical-identity rebase.
VEN-000640,spokane-coliseum,Spokane Coliseum,Spokane,WA,,,,RESEARCHED_WASHINGTON_STATE_ONBOARDING,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,Integrated from washington-state research portfolio after current-main physical-identity rebase.
VEN-000641,toyota-center-kennewick,Toyota Center,Kennewick,WA,,,,RESEARCHED_WASHINGTON_STATE_ONBOARDING,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,Integrated from washington-state research portfolio after current-main physical-identity rebase.
VEN-000642,idaho-central-arena,Idaho Central Arena,Boise,ID,,,,RESEARCHED_WASHINGTON_STATE_ONBOARDING,Accepted Washington State Stage 3A game-level/site research; no reusable research-base venue identity found.,Integrated from washington-state research portfolio after current-main physical-identity rebase.
VEN-000643,chiles-center,Chiles Center,Portland,OR,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000644,chinese-culture-and-sports-center,Chinese Culture and Sports Center,Taipei,TW,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000645,cone-field-house,Cone Field House,Salem,OR,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000646,eugene-armory,Eugene Armory,Eugene,OR,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000647,shrine-auditorium,Shrine Auditorium,Los Angeles,CA,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000648,willamette-gymnasium,Willamette Gymnasium,Salem,OR,,,,RESEARCHED_OREGON_STATE_ONBOARDING,Oregon State Stage 3A/3B accepted game-level physical-site research; Stage 4 physical-identity rebase against protected main at research_base_sha.,Integrated from oregon-state research portfolio after current-main physical-identity rebase.
VEN-000649,bayfront-center-st-petersburg,Bayfront Center,St. Petersburg,FL,,,,RESEARCHED_WEST_VIRGINIA_ONBOARDING,Accepted Stage 1-3B West Virginia research plus bounded Stage 6 self-challenge/physical-identity reconciliation.,Integrated from west-virginia research portfolio after current-main physical-identity rebase.
